row_index,question,gt_sql,status,error,result_rows,results_csv
61,"List Non-Small Cell Lung Nivolumab, Ipilimumab trials where overall follow‑up exceeded 21 months.","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""follow_up_duration_overall_months"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""ici_name"" = 'Nivolumab, Ipilimumab' AND NULLIF(regexp_replace((""follow_up_duration_overall_months"")::text, '[^0-9\.-]', '', 'g'), '')::numeric > 21;",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_nam...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""follow_up_duration_overall_months"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""ici_name"" = 'Nivolumab, Ipilimumab' AND NULLIF(regexp_replace((""follow_up_duration_overall_months"")::text, '[^0-9\.-]', '', 'g'), '')::numeric > 21;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
62,List Gastric/GEJ trials requiring a biomarker other than PD‑L1 for inclusion.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""other_biomarker_inclusion"" = 'Yes';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_b...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""other_biomarker_inclusion"" = 'Yes';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
63,Find Urothelial trials with median follow‑up and show months by arm.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Urothelial' AND ""follow_up_type"" = 'Median';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Urothelial' AND ""follow_up_type"" = 'Median';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
64,"Show Urothelial PD-L1, CTLA-4 trials conducted in 2018 or later.","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Urothelial' AND ""ici_class"" = 'PD-L1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_cla...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Urothelial' AND ""ici_class"" = 'PD-L1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
65,"List PD-L1, CTLA-4 trials that reported composite or co-primary endpoints.","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1, CTLA-4' AND ""primary_endpoint_is_multiple_or_composite"" = 'Co-primary';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_cla...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1, CTLA-4' AND ""primary_endpoint_is_multiple_or_composite"" = 'Co-primary';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
66,"Which Melanoma studies tested ICI+ICI combinations, and what were the primary endpoints?","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""combination_type"" = 'ICI+ICI';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combina...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""combination_type"" = 'ICI+ICI';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
67,"Show Melanoma PD1, CTLA-4 trials conducted in 2018 or later.","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""ici_class"" = 'PD1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_cla...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""ici_class"" = 'PD1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
68,List Breast Chemotherapy trials where overall follow‑up exceeded 21 months.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""follow_up_duration_overall_months"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""ici_name"" = 'Chemotherapy' AND NULLIF(regexp_replace((""follow_up_duration_overall_months"")::text, '[^0-9\.-]', '', 'g'), '')::numeric > 21;",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_nam...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""follow_up_duration_overall_months"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""ici_name"" = 'Chemotherapy' AND NULLIF(regexp_replace((""follow_up_duration_overall_months"")::text, '[^0-9\.-]', '', 'g'), '')::numeric > 21;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
69,Which Colorectal phase 3 trials compared ICI to Chemo?,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""control_type"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Colorectal' AND ""trial_phase"" = 'Phase 3' AND ""control_type"" = 'Chemo';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_p...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""control_type"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Colorectal' AND ""trial_phase"" = 'Phase 3' AND ""control_type"" = 'Chemo';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
70,Which Esophageal/GEJ trials evaluated Pembrolizumab in phase 3?,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Esophageal/GEJ' AND ""trial_phase"" = 'Phase 3';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_nam...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Esophageal/GEJ' AND ""trial_phase"" = 'Phase 3';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
71,List Esophageal/GEJ trials requiring a biomarker other than PD‑L1 for inclusion.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""other_biomarker_inclusion"" = 'Yes';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_b...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""other_biomarker_inclusion"" = 'Yes';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
72,Find Esophageal/GEJ trials with median follow‑up and show months by arm.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""follow_up_type"" = 'Median';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""follow_up_type"" = 'Median';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
73,Show Esophageal/GEJ PD1 trials conducted in 2018 or later.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""ici_class"" = 'PD1' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_cla...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""ici_class"" = 'PD1' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
74,List Esophageal/GEJ trials requiring a biomarker other than PD‑L1 for inclusion.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""other_biomarker_inclusion"" = 'No';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_b...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Esophageal/GEJ' AND ""other_biomarker_inclusion"" = 'No';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
75,"Which Multiple Myeloma studies tested ICI+Chemo combinations, and what were the primary endpoints?","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Multiple Myeloma' AND ""combination_type"" = 'ICI+Chemo';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combina...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Multiple Myeloma' AND ""combination_type"" = 'ICI+Chemo';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
76,Show Multiple Myeloma trials with at least 2 prior lines of therapy that used combination treatment.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_of_treatment"", ""therapy_modality"", ""cancer_type"", ""combination_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Multiple Myeloma' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""therapy_modality"" = 'Combination';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_o...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_of_treatment"", ""therapy_modality"", ""cancer_type"", ""combination_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Multiple Myeloma' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""therapy_modality"" = 'Combination';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
77,"Which Phase 3 PD1 combination trials in Multiple Myeloma should I review, and what were their regimens?","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""cancer_type"" = 'Multiple Myeloma' AND ""trial_phase"" = 'Phase 3' AND ""therapy_modality"" = 'Combination';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_p...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""cancer_type"" = 'Multiple Myeloma' AND ""trial_phase"" = 'Phase 3' AND ""therapy_modality"" = 'Combination';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
78,"Which Phase 3 PD1 combination trials in Non-Small Cell Lung should I review, and what were their regimens?","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 3' AND ""therapy_modality"" = 'Combination';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_p...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 3' AND ""therapy_modality"" = 'Combination';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
79,Show Gastric/GEJ PD-L1 trials conducted in 2018 or later.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""ici_class"" = 'PD-L1' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_cla...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Gastric/GEJ' AND ""ici_class"" = 'PD-L1' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
80,Find NSCLC trials with median follow‑up and show months by arm.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'NSCLC' AND ""follow_up_type"" = 'Median';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'NSCLC' AND ""follow_up_type"" = 'Median';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
81,Find Hodgkin Lymphoma trials with median follow‑up and show months by arm.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Hodgkin Lymphoma' AND ""follow_up_type"" = 'Median';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Hodgkin Lymphoma' AND ""follow_up_type"" = 'Median';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
82,List PD1 trials that reported composite or co-primary endpoints.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Dual, unspecified';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_cla...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Dual, unspecified';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
83,Which Breast trials specified neoadjuvant ICI use?,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""cancer_type"", ""therapy_modality"", ""trial_phase"", ""ici_name""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""clinical_setting_in_relation_to_surgery"" = 'Neoadjuvant';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""cancer_...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""cancer_type"", ""therapy_modality"", ""trial_phase"", ""ici_name""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""clinical_setting_in_relation_to_surgery"" = 'Neoadjuvant';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
84,Which Hepatocellular trials evaluated Pembrolizumab in phase 3?,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Hepatocellular' AND ""trial_phase"" = 'Phase 3';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_nam...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Hepatocellular' AND ""trial_phase"" = 'Phase 3';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
85,List Hepatocellular trials requiring a biomarker other than PD‑L1 for inclusion.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Hepatocellular' AND ""other_biomarker_inclusion"" = 'No';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_b...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Hepatocellular' AND ""other_biomarker_inclusion"" = 'No';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
86,"Which Phase 3 PD-L1 monotherapy trials in Colorectal should I review, and what were their regimens?","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""cancer_type"" = 'Colorectal' AND ""trial_phase"" = 'Phase 3' AND ""therapy_modality"" = 'Monotherapy';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_p...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""trial_phase"", ""ici_class"", ""therapy_modality"", ""cancer_type"", ""ici_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""cancer_type"" = 'Colorectal' AND ""trial_phase"" = 'Phase 3' AND ""therapy_modality"" = 'Monotherapy';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
87,Find Colorectal trials with median follow‑up and show months by arm.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Colorectal' AND ""follow_up_type"" = 'Median';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Colorectal' AND ""follow_up_type"" = 'Median';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
88,Show Colorectal trials with at least 2 prior lines of therapy that used combination treatment.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_of_treatment"", ""therapy_modality"", ""cancer_type"", ""combination_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Colorectal' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""therapy_modality"" = 'Combination';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_o...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_of_treatment"", ""therapy_modality"", ""cancer_type"", ""combination_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Colorectal' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""therapy_modality"" = 'Combination';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
89,"Which Urothelial studies tested ICI+Chemo combinations, and what were the primary endpoints?","SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Urothelial' AND ""combination_type"" = 'ICI+Chemo';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combina...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""combination_type"", ""cancer_type"", ""treatment_regimen"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Urothelial' AND ""combination_type"" = 'ICI+Chemo';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
90,Show Breast trials using PD1 where PD‑L1 positivity was an inclusion criterion.,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'Yes';",error,"(psycopg2.errors.UndefinedColumn) column ""publication_type"" does not exist
LINE 1: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_in...
                                        ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'Yes';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,
